商品ID,商品名稱,商品連結,價格,留言,留言ID,留言者名稱,留言時間,商品 Type,留言 圖,isLike,isShowLike,留言 likeCount,留言 replyContent,留言 replyDate,留言星數,videoThumbnailImg,videoUrl
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",輕巧好用，風力不輸Dyson，重量比Dyson輕，推薦大家買買🤩🤩,241120110254938,*秀*,2024/12/02,霧灰色,['https://image.momo.dm/comments/24111697966892/12855075/004/1733144246.587998.jpg'],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",攜帶方便。捲髪時建議上髪品，頭髪較不容易乾燥。,241124702742982,*艾*,2024/11/30,霧灰色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",很好的商品非常超值，值得推薦，寄件迅速。,241109787867404,*玉*,2024/11/26,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588","吹風機很輕，風速大～
頭髮很快就乾了，
再也不用吹到手酸
-
目前只有使用直髮配件，
真的能輕鬆把頭髮吹直，很不錯",241113471427765,*欣*,2024/11/25,鈦金色,"['https://image.momo.dm/comments/24111195640228/12855075/003/1732543901.2403378.jpg', 'https://image.momo.dm/comments/24111195640228/12855075/003/1732543901.126085.jpg']",False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",風量很大很好用，可惜電線太短了,241120295440623,*宜*,2024/11/25,霧灰色,[],False,True,1,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",之前外出旅遊，同事借我使用，非常好用輕巧，拿久了手也不會酸，風速夠大，溫度適中，所以趁雙十一特惠趕快購入,241109603421246,*惠*,2024/11/20,鈦金色,['https://image.momo.dm/comments/24110797831772/12855075/003/1732085212.4352589.jpg'],False,True,1,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588","出貨快速雙11購買很划算
希望使用也ok",241120251577768,*毓*,2024/11/20,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",雖然在雙11期間，但仍然3天就到貨了，很有效率，產品包裝完整。,241120253082115,*柏*,2024/11/20,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",買給家人用的，沒用過試試。,241119555288042,*昀*,2024/11/20,鈦金色,[],False,True,0,,,4,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588","不用再自已繞到崩潰了
非常好用
稍微練習一下即可",241114183784900,*靖*,2024/11/15,霧灰色,['https://image.momo.dm/comments/24111196731569/12855075/004/image_7785934597398475961.jpg'],False,True,4,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588","雖然比不上Dyson的強勁有力，電捲棒捲髮功能也沒Dyson的好用，但是如果要外帶，這隻真的很方便又很輕巧.
吹起來也算蓬鬆好用。值得推薦。",241113483895859,*郁*,2024/11/14,鈦金色,[],False,True,2,,,4.7,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588","很輕巧很方便
超級好用",241106087745458,*汶*,2024/11/14,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",風力大，但聲音太大聲也有點刺耳，吹頭髮時，吹到靠近耳朵位置都要拿遠ㄧ點吹。,241113292063098,*羽*,2024/11/14,鈦金色,[],False,True,3,,,3,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",符合期待,241106535336553,*素*,2024/11/12,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",很小台、風蠻大的，以CP值來說還不錯,241107170738174,*闓*,2024/11/11,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",體積小且重量輕，但蠻大聲的，和原本在始用的吹風機比起來要多花一點點時間才能把頭髮吹乾。,241111209301081,*雨*,2024/11/11,鈦金色,[],False,True,0,,,4.3,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",11/6買$4680買完4天就降價$4111,241107052111372,*佳*,2024/11/10,鈦金色,[],False,True,2,您好，此活動為雙11特殊價喔～謝謝您,2024/11/11,1,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588","風很大頭髮很快乾～
就是聲音有點大，很像噴射客機的聲音 哈哈哈
但吹整效果真的不錯，很令人驚豔 👍",241107141128085,*妏*,2024/11/08,霧灰色,[],False,True,2,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",出國帶Dyson H05太重，找重量輕的追覓，但只有重量一個優點，主要為了捲髮功能，但捲頭髮跟H05差太多，吸引頭髮不太順也不穩定，有點雜亂，要切換風向會太燙，最重要的是，吹風機尾端會吸入頭髮..,241107349423354,*惠*,2024/11/07,霧灰色,['https://image.momo.dm/comments/24110296951198/12855075/004/1730989789.682435.jpg'],False,True,5,,,4,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",游泳完借用了朋友帶的追覓超驚訝的，好輕風力又強，趁momo現時搶購趕緊下手，真的不誇張就如廣告一樣，買的真值得。,241030694389457,*瑞*,2024/10/30,鈦金色,[],False,True,3,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",風確實蠻大，另外兩個頭需要摸索一下,241030860204505,*瑞*,2024/10/30,鈦金色,[],False,True,1,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588","還沒拆開使用
出貨迅速
包裝完整",241024544839942,*品*,2024/10/24,霧灰色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",風很大，三溫模式吹頭髮很舒服，測試直髮器真的好用,241013377522759,*凱*,2024/10/14,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",到貨快速、包裝完整、希望好用,240925916998200,*瑩,2024/10/08,霧灰色,[],False,True,0,,,4.3,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",廣告打很大，沒寫清楚出國哪一國需要使用降壓，價錢高,240926940248110,*穹*,2024/10/01,鈦金色,[],False,True,0,您好，網頁上有明確的標示電壓為110V，謝謝,2024/10/02,1,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588","輕，方便出遊用，不然d牌太重不好帶出門
風蠻大的，直髮好用，捲的要研究。",240925296959805,*紹*,2024/09/25,霧灰色,['https://image.momo.dm/comments/24092091545985/12855075/004/1727250719.920138.jpg'],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588","拿到時機，它真的好輕，風速好大，吹頭髮時間整個縮短好多。
不使用時折疊起來超小一個，缺點應該是，線不是很長，如果桌面沒有插座可能需要延長線輔助。",240918346384200,*育*,2024/09/18,鈦金色,['https://image.momo.dm/comments/24091693463935/12855075/003/image_5831159603154128040.jpg'],False,True,1,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588","好用👍
很快就吹乾，也很輕巧
只是捲髮造型要摸索一陣子",240828401021747,*怡*,2024/09/08,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",非常優質,240908580822429,*庭*,2024/09/08,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588","8/28補充  非常後悔購買這隻吹風機
有在觀望的可再考慮 按鍵的地方居然會漏電這不正常吧？吹10分鐘頭髮被電到10幾次真的太扯 風大但頭髮吹出來沒有真的很順 因為風速的關係 聲音是比較尖銳的",240807257670006,*浩*,2024/08/28,霧灰色,[],False,True,15,您好，並無使用者有此相同反饋，有任何問題請加入官方line: @dreametw 詢問，謝謝您,2024/08/28,2.3,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",比家裡D牌跟P牌更好用，很輕，風還蠻順的，我常常頭痛，那天吹一吹好像頭不痛了，吹完有熱敷的效果🤣覺的這台吹風機是目前買到最喜歡的❤️很推薦這台吹風機，會再買一台給家人,240821176388461,*淑*,2024/08/25,鈦金色,['https://image.momo.dm/comments/24081690440302/12855075/003/1724589863.656924.jpg'],False,True,1,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",卷髮的使用起來。不知道是風量太大還是怎樣。不是很好用。另一個直髮的也容易被吹亂。但整體是蠻好看的,240804790668148,*學*,2024/08/23,鈦金色,[],False,True,0,,,3.7,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",美觀，好用，超級方便❤️再次購買,240815441198576,*卉*,2024/08/18,鈦金色,[],False,True,1,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",還不錯，有符合需求，算是滿意，品質也很好,240807051965135,*穎*,2024/08/13,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588","我超級愛，風量超大
覺得相見恨晚早知道就早點買",240730523501758,*敏*,2024/08/13,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",用過最好用的整髮器了，真的很推薦！,240810573637724,*宛*,2024/08/10,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",超讚！超好用！尤其直髮吹風頭！根本離子夾的效果！吹完頭髮超直！而且真的很快乾！好喜歡！,240718342744494,*良*,2024/08/06,霧灰色,[],False,True,2,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",產品實用，功能很讚。,240728361500052,*嫣*,2024/08/01,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",體積小，重量輕，風力強但聲音有點大。,240731227750236,*沛*,2024/08/01,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",輕巧好拿手感好、風大速乾、附的吹嘴配件要慢慢研究。,240728479247385,*雅*,2024/07/31,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",價格便宜一點會更好,240731800699279,*怡*,2024/07/31,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588","很輕有質感、美中不足沒有風嘴。
相關配件應該也要放在Momo可以選購",240728745344357,*足*,2024/07/29,鈦金色,[],False,True,1,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",到貨速度很快 原廠商品,240728606097481,*昱*,2024/07/28,鈦金色,[],False,True,0,,,5,,
12855075,【Dreame 追覓科技】Pocket 魔術折疊高速吹風機(直捲吹三用/180度折疊/300g超輕量/11萬轉航太級馬達),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12855075&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%90%B9%E9%A2%A8%E6%A9%9F,"4,588",Momo買東西，品質有保障，送貨速度快，退換貨也不囉唆,240718307294506,*麗*,2024/07/25,鈦金色,[],False,True,1,,,5,,
