商品ID,商品名稱,商品連結,價格,資料已完整爬取
11700821,【Havit 海威特】環繞立體音高續航耳罩式藍芽耳機H630BT(55H高續航/高回彈氣墊/4種聆聽模式/舒適配戴),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11700821&Area=search&mdiv=403&oid=3_3&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,475",False
11689064,【Soundcore】Liberty 4 NC 主動降噪真無線藍芽耳機(頂級降噪 至臻完美),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11689064&Area=search&mdiv=403&oid=3_5&cid=index&kw=%E8%80%B3%E6%A9%9F,"3,490",False
10960675,【Logitech 羅技】H390 USB耳機麥克風,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10960675&Area=search&mdiv=403&oid=3_6&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,290",False
10738082,【◇SoundPeats◇】Air3 Deluxe HS 半入耳式 LDAC 真無線藍牙耳機(專屬APP),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10738082&Area=search&mdiv=403&oid=3_10&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,990",False
11269375,【QCY】Melobuds ANC主動降噪真無線藍牙耳機 HT05(入耳 身歷其靜),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11269375&Area=search&mdiv=403&oid=3_12&cid=index&kw=%E8%80%B3%E6%A9%9F,999,False
10318606,【Philips 飛利浦】TAT1207 真無線入耳式藍芽耳機(快速充電/藍芽5.2/持久續航/4色可選),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10318606&Area=search&mdiv=403&oid=3_13&cid=index&kw=%E8%80%B3%E6%A9%9F,849,False
10315618,【SONY 索尼】WI-C100(無線入耳式藍牙耳機),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10315618&Area=search&mdiv=403&oid=3_15&cid=index&kw=%E8%80%B3%E6%A9%9F,790,False
9385472,【NOKIA】淺入耳式 有線麥克風耳機(E2101A),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9385472&Area=search&mdiv=403&oid=3_18&cid=index&kw=%E8%80%B3%E6%A9%9F,236,False
9369139,【XROUND】FORGE NC 智慧降噪真無線藍芽耳機-黑金色(舒適ANC主動降噪/防塵防水),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9369139&Area=search&mdiv=403&oid=3_20&cid=index&kw=%E8%80%B3%E6%A9%9F,"2,490",False
9642767,【NOKIA】E3511 ANC 真無線藍芽耳機 鋁合金(德國紅點設計獎/智能ANC主動降噪),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9642767&Area=search&mdiv=403&oid=3_23&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,223",False
3494027,【鐵三角】ATH-EQ300M 輕量薄型耳掛式耳機,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=3494027&Area=search&mdiv=403&oid=3_26&cid=index&kw=%E8%80%B3%E6%A9%9F,460,False
4975661,【Samsung 三星】IG955 三星適用 AKG雙動圈入耳式耳機 3.5mm(密封袋裝),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=4975661&Area=search&mdiv=403&oid=3_27&cid=index&kw=%E8%80%B3%E6%A9%9F,395,False
8886767,【SENNHEISER 森海塞爾】IE 100 PRO 入耳式監聽耳機(入門監聽耳機再升級),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8886767&Area=search&mdiv=403&oid=3_30&cid=index&kw=%E8%80%B3%E6%A9%9F,"3,690",False
12019044,【TOZO】OpenBuds降噪開放式AI輔助氣傳導無線藍芽耳機(chatGPT/智慧錄音/ENC通話降噪/耳掛式),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12019044&Area=search&mdiv=403&oid=4_1&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,695",False
11115416,【DA】Air Pro 6無感配戴夾耳式藍芽耳機(HiFi音質/超長續航30小時/夾式耳機/氣傳導/無線),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11115416&Area=search&mdiv=403&oid=4_2&cid=index&kw=%E8%80%B3%E6%A9%9F,981,False
11700821,【Havit 海威特】環繞立體音高續航耳罩式藍芽耳機H630BT(55H高續航/高回彈氣墊/4種聆聽模式/舒適配戴),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11700821&Area=search&mdiv=403&oid=4_3&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,475",False
11689064,【Soundcore】Liberty 4 NC 主動降噪真無線藍芽耳機(頂級降噪 至臻完美),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11689064&Area=search&mdiv=403&oid=4_5&cid=index&kw=%E8%80%B3%E6%A9%9F,"3,490",False
10960675,【Logitech 羅技】H390 USB耳機麥克風,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10960675&Area=search&mdiv=403&oid=4_6&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,290",False
5231900,【Final】E3000 耳道式耳機,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=5231900&Area=search&mdiv=403&oid=4_9&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,500",False
11127215,【SONY 索尼】WH-CH720N 無線藍芽 耳罩式耳機(3色),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11127215&Area=search&mdiv=403&oid=4_16&cid=index&kw=%E8%80%B3%E6%A9%9F,"4,041",False
11594941,【◇SoundPeats◇】GoFree 開放式無線耳機(LDAC/16.2m單體/45hr續航/藍芽5.3),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11594941&Area=search&mdiv=403&oid=4_18&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,690",False
10681864,【Samsung 三星】Galaxy Buds2 Pro R510 真無線藍牙耳機(24bit Hi-Fi 保真音效),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10681864&Area=search&mdiv=403&oid=4_27&cid=index&kw=%E8%80%B3%E6%A9%9F,"3,212",False
12308434,【TOZO】NC7 Pro ANC主動式降噪AI輔助真無線藍芽耳機(美國聲學品牌/chatGPT/智慧錄音/離耳偵測/原廠公司貨),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12308434&Area=search&mdiv=403&oid=4_28&cid=index&kw=%E8%80%B3%E6%A9%9F,"2,195",False
12019044,【TOZO】OpenBuds降噪開放式AI輔助氣傳導無線藍芽耳機(chatGPT/智慧錄音/ENC通話降噪/耳掛式),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12019044&Area=search&mdiv=403&oid=5_1&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,695",False
11115416,【DA】Air Pro 6無感配戴夾耳式藍芽耳機(HiFi音質/超長續航30小時/夾式耳機/氣傳導/無線),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11115416&Area=search&mdiv=403&oid=5_2&cid=index&kw=%E8%80%B3%E6%A9%9F,981,False
11700821,【Havit 海威特】環繞立體音高續航耳罩式藍芽耳機H630BT(55H高續航/高回彈氣墊/4種聆聽模式/舒適配戴),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11700821&Area=search&mdiv=403&oid=5_3&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,475",False
11689064,【Soundcore】Liberty 4 NC 主動降噪真無線藍芽耳機(頂級降噪 至臻完美),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11689064&Area=search&mdiv=403&oid=5_5&cid=index&kw=%E8%80%B3%E6%A9%9F,"3,490",False
10960675,【Logitech 羅技】H390 USB耳機麥克風,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10960675&Area=search&mdiv=403&oid=5_6&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,290",False
12511561,【TOZO】Agile Dots專立體調音AI輔助真無線藍芽耳機(chatGPT/智慧錄音/美國聲學品牌/公司原廠貨),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12511561&Area=search&mdiv=403&oid=5_8&cid=index&kw=%E8%80%B3%E6%A9%9F,899,False
7744493,【Samsung 三星】原廠 Type C 耳機 AKG 調校-黑 / EO-IC100(台灣公司貨),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7744493&Area=search&mdiv=403&oid=5_9&cid=index&kw=%E8%80%B3%E6%A9%9F,667,False
11992528,【B.L.】骨傳導運動型藍芽耳機ZERO-X2(最新科技藍芽5.3),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11992528&Area=search&mdiv=403&oid=5_10&cid=index&kw=%E8%80%B3%E6%A9%9F,485,False
11578451,【QCY】ArcBuds 降噪真無線藍牙耳機(打造寧靜世界),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11578451&Area=search&mdiv=403&oid=5_17&cid=index&kw=%E8%80%B3%E6%A9%9F,899,False
10499082,【audio-technica 鐵三角】ATH-CK350Xis(線控通話 耳道式耳機),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10499082&Area=search&mdiv=403&oid=5_18&cid=index&kw=%E8%80%B3%E6%A9%9F,780,False
11069410,【QCY】T13 ANC 真無線藍牙耳機(主動降噪/環境音/低延遲模式),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11069410&Area=search&mdiv=403&oid=5_19&cid=index&kw=%E8%80%B3%E6%A9%9F,749,False
7963210,【聆翔】iPhone7 8 X 11 12 13 14線控耳機(iPhone副廠/Apple適用),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7963210&Area=search&mdiv=403&oid=5_20&cid=index&kw=%E8%80%B3%E6%A9%9F,299,False
11965818,【JLab】JBuds Mini 真無線藍芽耳機,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11965818&Area=search&mdiv=403&oid=5_28&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,280",False
10301454,【SONY 索尼】WI-C100 無線入耳式耳機(公司貨),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10301454&Area=search&mdiv=403&oid=5_30&cid=index&kw=%E8%80%B3%E6%A9%9F,790,False
12019044,【TOZO】OpenBuds降噪開放式AI輔助氣傳導無線藍芽耳機(chatGPT/智慧錄音/ENC通話降噪/耳掛式),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12019044&Area=search&mdiv=403&oid=6_1&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,695",False
11115416,【DA】Air Pro 6無感配戴夾耳式藍芽耳機(HiFi音質/超長續航30小時/夾式耳機/氣傳導/無線),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11115416&Area=search&mdiv=403&oid=6_2&cid=index&kw=%E8%80%B3%E6%A9%9F,981,False
11700821,【Havit 海威特】環繞立體音高續航耳罩式藍芽耳機H630BT(55H高續航/高回彈氣墊/4種聆聽模式/舒適配戴),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11700821&Area=search&mdiv=403&oid=6_3&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,475",False
11689064,【Soundcore】Liberty 4 NC 主動降噪真無線藍芽耳機(頂級降噪 至臻完美),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11689064&Area=search&mdiv=403&oid=6_5&cid=index&kw=%E8%80%B3%E6%A9%9F,"3,490",False
10960675,【Logitech 羅技】H390 USB耳機麥克風,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10960675&Area=search&mdiv=403&oid=6_6&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,290",False
8349093,【Beats】Flex無線入耳式耳機(四色),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8349093&Area=search&mdiv=403&oid=6_12&cid=index&kw=%E8%80%B3%E6%A9%9F,"2,390",False
5750581,【audio-technica 鐵三角】ATH-CKS550XIS 智慧型用重低音耳塞耳機,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=5750581&Area=search&mdiv=403&oid=6_14&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,550",False
10251082,【Philips 飛利浦】Fidelio X2HR 耳罩式耳機(王者歸來 再造巔峰),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10251082&Area=search&mdiv=403&oid=6_21&cid=index&kw=%E8%80%B3%E6%A9%9F,"3,690",False
5750579,【audio-technica 鐵三角】ATH-CKS550X重低音耳塞式耳機,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=5750579&Area=search&mdiv=403&oid=6_25&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,350",False
9747462,【Beats】Fit Pro 真無線入耳式耳機(四色),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9747462&Area=search&mdiv=403&oid=6_28&cid=index&kw=%E8%80%B3%E6%A9%9F,"6,990",False
11987545,【Beats】Beats Studio Buds + 真無線降噪耳塞式耳機,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11987545&Area=search&mdiv=403&oid=6_29&cid=index&kw=%E8%80%B3%E6%A9%9F,"5,990",False
12019044,【TOZO】OpenBuds降噪開放式AI輔助氣傳導無線藍芽耳機(chatGPT/智慧錄音/ENC通話降噪/耳掛式),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12019044&Area=search&mdiv=403&oid=7_1&cid=index&kw=%E8%80%B3%E6%A9%9F,"1,695",False
