商品ID,商品名稱,商品連結,價格,資料已完整爬取
13467425,【小米】官方旗艦館   PB2030MI 自帶線行動電源 20000mAh 33W 2孔輸出(USB-A/Type-C可充/有線),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13467425&Area=search&mdiv=403&oid=0_19&cid=index&kw=%E5%B0%8F%E7%B1%B3,695,True
12456145,【小米】智慧兒童手錶(送預付卡兌換券),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12456145&Area=search&mdiv=403&oid=0_21&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,995",True
13384931,【小米官方旗艦館】米家無線吸塵器 mini,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13384931&Area=search&mdiv=403&oid=0_24&cid=index&kw=%E5%B0%8F%E7%B1%B3,995,True
13150537,【小米官方旗艦館】Xiaomi聲波電動牙刷 T302(銀灰色/藍黑色),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13150537&Area=search&mdiv=403&oid=0_26&cid=index&kw=%E5%B0%8F%E7%B1%B3,795,True
10461304,【小米】小米有品悅生活香薰機 120ml(加濕器 薰香機 香氛機 水氧機 小夜燈),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10461304&Area=search&mdiv=403&oid=0_27&cid=index&kw=%E5%B0%8F%E7%B1%B3,600,True
13141059,【小米官方旗艦館】Xiaomi磁吸閱讀燈,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13141059&Area=search&mdiv=403&oid=0_29&cid=index&kw=%E5%B0%8F%E7%B1%B3,345,True
10339253,【小米】HN3 煥醒迷你鼻毛修剪器(白色),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10339253&Area=search&mdiv=403&oid=0_30&cid=index&kw=%E5%B0%8F%E7%B1%B3,289,True
13384683,【小米官方旗艦館】Xiaomi 米家無線吸塵器 mini,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13384683&Area=search&mdiv=403&oid=1_1&cid=index&kw=%E5%B0%8F%E7%B1%B3,995,True
13404437,【小米】官方旗艦館 小米手環 9 Pro,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13404437&Area=search&mdiv=403&oid=1_2&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,799",True
13326964,【小米】官方旗艦館 Redmi Watch 5 Active,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13326964&Area=search&mdiv=403&oid=1_8&cid=index&kw=%E5%B0%8F%E7%B1%B3,795,True
13150545,【小米官方旗艦館】Xiaomi手持掛燙機,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13150545&Area=search&mdiv=403&oid=1_9&cid=index&kw=%E5%B0%8F%E7%B1%B3,595,True
13175376,【小米官方旗艦館】小米電水壺 2 白色,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13175376&Area=search&mdiv=403&oid=1_10&cid=index&kw=%E5%B0%8F%E7%B1%B3,525,True
10837017,【小米】官方旗艦館 Xiaomi K歌麥克風,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10837017&Area=search&mdiv=403&oid=1_11&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,495",True
13313523,【小米】官方旗艦館 Redmi Watch 5 Lite,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13313523&Area=search&mdiv=403&oid=1_13&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,295",True
13284047,【小米】官方旗艦館 Xiaomi 小米手環 9 NFC,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13284047&Area=search&mdiv=403&oid=1_14&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,095",True
13175375,【小米官方旗艦館】米家恆溫電水壺 1S,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13175375&Area=search&mdiv=403&oid=1_16&cid=index&kw=%E5%B0%8F%E7%B1%B3,665,True
13150543,【小米官方旗艦館】小米負離子吹風機 H300 白色,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13150543&Area=search&mdiv=403&oid=1_17&cid=index&kw=%E5%B0%8F%E7%B1%B3,595,True
13467425,【小米】官方旗艦館   PB2030MI 自帶線行動電源 20000mAh 33W 2孔輸出(USB-A/Type-C可充/有線),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13467425&Area=search&mdiv=403&oid=1_19&cid=index&kw=%E5%B0%8F%E7%B1%B3,695,True
12456145,【小米】智慧兒童手錶(送預付卡兌換券),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12456145&Area=search&mdiv=403&oid=1_21&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,995",True
13384931,【小米官方旗艦館】米家無線吸塵器 mini,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13384931&Area=search&mdiv=403&oid=1_24&cid=index&kw=%E5%B0%8F%E7%B1%B3,995,True
13150537,【小米官方旗艦館】Xiaomi聲波電動牙刷 T302(銀灰色/藍黑色),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13150537&Area=search&mdiv=403&oid=1_26&cid=index&kw=%E5%B0%8F%E7%B1%B3,795,True
10461304,【小米】小米有品悅生活香薰機 120ml(加濕器 薰香機 香氛機 水氧機 小夜燈),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10461304&Area=search&mdiv=403&oid=1_27&cid=index&kw=%E5%B0%8F%E7%B1%B3,600,True
13141059,【小米官方旗艦館】Xiaomi磁吸閱讀燈,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13141059&Area=search&mdiv=403&oid=1_29&cid=index&kw=%E5%B0%8F%E7%B1%B3,345,True
10339253,【小米】HN3 煥醒迷你鼻毛修剪器(白色),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10339253&Area=search&mdiv=403&oid=1_30&cid=index&kw=%E5%B0%8F%E7%B1%B3,289,True
12206911,【小米官方旗艦館】Xiaomi掃拖機器人X20 (MOMO獨家特談/原廠公司貨/含一年保固/米家APP/掃地機器人),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12206911&Area=search&mdiv=403&oid=2_1&cid=index&kw=%E5%B0%8F%E7%B1%B3,"7,995",True
12723306,【小米官方旗艦館】Xiaomi無線吸塵器 G20 Lite(原廠公司貨/含一年保固),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12723306&Area=search&mdiv=403&oid=2_2&cid=index&kw=%E5%B0%8F%E7%B1%B3,"2,495",True
11766281,【小米】Redmi Buds4 lite 降噪無線藍芽耳機(半入耳式),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11766281&Area=search&mdiv=403&oid=2_6&cid=index&kw=%E5%B0%8F%E7%B1%B3,628,True
9330344,【小米】WiFi 放大器 Pro(R03),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9330344&Area=search&mdiv=403&oid=2_9&cid=index&kw=%E5%B0%8F%E7%B1%B3,449,True
11336552,【小米】官方旗艦館 Xiaomi 電視盒子S(2代),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11336552&Area=search&mdiv=403&oid=2_15&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,295",True
13424173,【小米官方旗艦館】Xiaomi 電水壺 2 Lite,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13424173&Area=search&mdiv=403&oid=2_20&cid=index&kw=%E5%B0%8F%E7%B1%B3,455,True
11650557,【小米】米家電動沖牙器(小米有品 口腔清潔 沖牙 沖牙機 潔牙機 洗牙器 電動沖牙器),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11650557&Area=search&mdiv=403&oid=2_25&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,050",True
13293519,【小米官方旗艦館】Xiaomi 檯燈 Lite,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13293519&Area=search&mdiv=403&oid=2_28&cid=index&kw=%E5%B0%8F%E7%B1%B3,465,True
12416877,【小米】Xiaomi 空氣淨化器 4 (原廠公司貨/一年保固/聯強代理/米家APP/清淨機/AC-M16-SC),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12416877&Area=search&mdiv=403&oid=3_1&cid=index&kw=%E5%B0%8F%E7%B1%B3,"4,795",True
13150790,【小米官方旗艦館】米家螢幕掛燈,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13150790&Area=search&mdiv=403&oid=3_8&cid=index&kw=%E5%B0%8F%E7%B1%B3,895,True
12473591,【小米】官方旗艦館 Redmi Watch 4,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12473591&Area=search&mdiv=403&oid=3_11&cid=index&kw=%E5%B0%8F%E7%B1%B3,"2,195",True
11402292,【小米】官方旗艦館 Xiaomi 智慧攝影機 C400,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11402292&Area=search&mdiv=403&oid=3_15&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,095",True
12419330,【小米】Xiaomi 智慧除濕機(原廠公司貨/一年保固/聯強代理/米家APP/CSJ0110DM),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12419330&Area=search&mdiv=403&oid=3_21&cid=index&kw=%E5%B0%8F%E7%B1%B3,"8,695",True
12419328,【小米】Xiaomi 空氣淨化器 4 Lite(原廠公司貨/一年保固/聯強代理/米家APP/清淨機/AC-M17-SC),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12419328&Area=search&mdiv=403&oid=3_22&cid=index&kw=%E5%B0%8F%E7%B1%B3,"3,495",True
13335977,【小米官方旗艦館】Xiaomi掃拖機器人 X20 Max(MOMO獨家/原廠公司貨/含一年保固/熱水洗烘/掃地機器人),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13335977&Area=search&mdiv=403&oid=4_2&cid=index&kw=%E5%B0%8F%E7%B1%B3,"15,795",True
12821752,【小米】Xiaomi 空氣淨化器 4 (原廠公司貨/一年保固/聯強代理/米家APP/AC-M16-SC),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12821752&Area=search&mdiv=403&oid=4_12&cid=index&kw=%E5%B0%8F%E7%B1%B3,"4,895",True
11880618,【小米】Redmi Pad SE 11吋 4G/128G WIFI 平板電腦,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11880618&Area=search&mdiv=403&oid=4_13&cid=index&kw=%E5%B0%8F%E7%B1%B3,"4,888",True
10033945,【小米】米家插電夜燈 LED節能燈,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10033945&Area=search&mdiv=403&oid=4_20&cid=index&kw=%E5%B0%8F%E7%B1%B3,293,True
12709230,【小米官方旗艦館】Xiaomi掃拖機器人X20+(原廠公司貨/含一年保固/米家APP/掃地機器人),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12709230&Area=search&mdiv=403&oid=4_21&cid=index&kw=%E5%B0%8F%E7%B1%B3,"11,995",True
12047958,【小米官方旗艦館】小米平板6 Xiaomi Pad 6 11吋 8G/256G WIFI 平板電腦,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12047958&Area=search&mdiv=403&oid=4_22&cid=index&kw=%E5%B0%8F%E7%B1%B3,"10,399",True
13175374,【小米官方旗艦館】米家智慧空氣循環扇 白色(原廠公司貨/含一年保固/米家APP),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13175374&Area=search&mdiv=403&oid=4_27&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,495",True
12455576,【小米】官方旗艦館 Redmi Buds 5 Pro,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12455576&Area=search&mdiv=403&oid=5_4&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,695",True
11116018,【小米】米家體脂秤 S400 小米體脂秤(體脂秤 體脂計 體脂機 體重機 體重秤 體重計 電子體重),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11116018&Area=search&mdiv=403&oid=5_8&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,179",True
10460629,【小米】米家加濕器 2(4000ml),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10460629&Area=search&mdiv=403&oid=5_9&cid=index&kw=%E5%B0%8F%E7%B1%B3,850,True
12419326,【小米】Xiaomi 空氣淨化器 4 Pro(原廠公司貨/一年保固/聯強代理/米家APP/清淨機/AC-M15-SC),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12419326&Area=search&mdiv=403&oid=5_11&cid=index&kw=%E5%B0%8F%E7%B1%B3,"6,795",True
13166820,【小米】官方旗艦館 Redmi Pad SE 8.7吋 WiFi(4G/64G),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13166820&Area=search&mdiv=403&oid=5_12&cid=index&kw=%E5%B0%8F%E7%B1%B3,"2,999",True
12537939,【除濕機+清淨機】Xiaomi 智慧除濕機/CSJ0110DM+空氣淨化器 4 Lite/AC-M17-SC,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12537939&Area=search&mdiv=403&oid=5_21&cid=index&kw=%E5%B0%8F%E7%B1%B3,"11,990",True
10478546,【小米】官方旗艦館 小米智慧投影機 2(白色),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10478546&Area=search&mdiv=403&oid=5_22&cid=index&kw=%E5%B0%8F%E7%B1%B3,"10,399",True
9718914,【小米】米家 德爾瑪 手持無線吸塵器(VC20 Plus),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9718914&Area=search&mdiv=403&oid=5_27&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,990",True
11533852,【小米】Xiaomi行動電源10000mAh 33W PRO(雙孔輸出  USB-C/TYPE-C可充),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11533852&Area=search&mdiv=403&oid=6_8&cid=index&kw=%E5%B0%8F%E7%B1%B3,985,True
9767143,【小米】自動洗手機 1S 套裝版(充電式/感應式/免接觸/泡沫/抑菌),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9767143&Area=search&mdiv=403&oid=6_10&cid=index&kw=%E5%B0%8F%E7%B1%B3,551,True
12029903,【小米官方旗艦館】Xiaomi智慧氣炸鍋 6.5L 黑色 (MOMO獨家特談/原廠公司貨/含一年保固/米家APP/線上食譜),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12029903&Area=search&mdiv=403&oid=6_15&cid=index&kw=%E5%B0%8F%E7%B1%B3,"2,795",True
12455575,【小米】官方旗艦館 Redmi Buds 5,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12455575&Area=search&mdiv=403&oid=6_17&cid=index&kw=%E5%B0%8F%E7%B1%B3,865,True
9317977,【小米】佐敦朱迪 台式LED化妝鏡 補妝鏡 觸控發光鏡,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9317977&Area=search&mdiv=403&oid=6_19&cid=index&kw=%E5%B0%8F%E7%B1%B3,499,True
12423077,官方旗艦館【小米】Redmi Note 13 4G 6.67吋(8G/256G/高通驍龍685/1億鏡頭畫素),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12423077&Area=search&mdiv=403&oid=6_22&cid=index&kw=%E5%B0%8F%E7%B1%B3,"4,999",True
13417951,手機掛繩組【小米】官方旗艦館 Redmi Watch 5 Lite,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13417951&Area=search&mdiv=403&oid=7_5&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,395",False
10437703,【小米官方旗艦館】Xiaomi超輕量無線吸塵器(原廠公司貨/含一年保固/momo獨家),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10437703&Area=search&mdiv=403&oid=7_12&cid=index&kw=%E5%B0%8F%E7%B1%B3,"5,295",True
11240152,【小米官方旗艦館】Xiaomi無線吸塵器 G10 Plus(原廠公司貨/含一年保固),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11240152&Area=search&mdiv=403&oid=7_23&cid=index&kw=%E5%B0%8F%E7%B1%B3,"6,295",True
13284987,【小米】官方旗艦館 Xiaomi 小米手環 9 NFC★金屬磁吸錶帶組,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13284987&Area=search&mdiv=403&oid=7_27&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,595",False
10633493,【小米官方旗艦館】Xiaomi掃拖機器人X10+(原廠公司貨/含保固/米家APP/掃地機器人),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10633493&Area=search&mdiv=403&oid=8_1&cid=index&kw=%E5%B0%8F%E7%B1%B3,"13,995",True
12535892,【小米官方旗艦館】紅米平板 Redmi Pad SE 11吋 4G/128G WiFi 平板電腦,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12535892&Area=search&mdiv=403&oid=8_5&cid=index&kw=%E5%B0%8F%E7%B1%B3,"4,999",True
13383073,三折皮套組【小米】官方旗艦館 Redmi Pad SE 8.7吋 WiFi(4G/64G),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13383073&Area=search&mdiv=403&oid=8_7&cid=index&kw=%E5%B0%8F%E7%B1%B3,"3,299",False
11660056,【小米】Baicycle S3 電動腳踏車 smart3.0(折疊車 腳踏車 小白電動助力自行車),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11660056&Area=search&mdiv=403&oid=8_12&cid=index&kw=%E5%B0%8F%E7%B1%B3,"15,999",True
10633489,【小米官方旗艦館】高溫無線洗地機 W10 Ultra(原廠公司貨/含保固/米家APP),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10633489&Area=search&mdiv=403&oid=8_14&cid=index&kw=%E5%B0%8F%E7%B1%B3,"12,499",True
12537932,【小米】雙機組 Xiaomi 空氣淨化器 4 Lite/AC-M17-SC,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12537932&Area=search&mdiv=403&oid=8_23&cid=index&kw=%E5%B0%8F%E7%B1%B3,"6,990",True
10633490,【小米官方旗艦館】Xiaomi無線洗地機 W10 Pro(原廠公司貨/含保固/米家APP),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10633490&Area=search&mdiv=403&oid=9_5&cid=index&kw=%E5%B0%8F%E7%B1%B3,"7,995",True
13383089,2入組【小米】官方旗艦館 Redmi Pad SE 8.7吋 WiFi(4G/64G),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13383089&Area=search&mdiv=403&oid=9_7&cid=index&kw=%E5%B0%8F%E7%B1%B3,"5,799",True
12029904,【小米官方旗艦館】Xiaomi智慧氣炸鍋 6.5L 白色 (MOMO獨家特談/原廠公司貨/含一年保固/米家APP/線上食譜),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12029904&Area=search&mdiv=403&oid=9_10&cid=index&kw=%E5%B0%8F%E7%B1%B3,"2,995",True
12910550,【小米】官方旗艦館 Redmi Pad SE 11吋 8G/256G WIFI 平板電腦,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12910550&Area=search&mdiv=403&oid=9_16&cid=index&kw=%E5%B0%8F%E7%B1%B3,"6,999",True
13327544,三折皮套組【小米】小米平板 Xiaomi Pad 6 11吋 WiFi 6G/128G 平板電腦,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13327544&Area=search&mdiv=403&oid=9_26&cid=index&kw=%E5%B0%8F%E7%B1%B3,"8,299",False
13418120,(二入組)【小米】官方旗艦館  智慧攝影機 C700,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13418120&Area=search&mdiv=403&oid=9_30&cid=index&kw=%E5%B0%8F%E7%B1%B3,"3,130",True
11695471,三折皮套組【小米】Xiaomi Pad 6 11吋 8G/256G WIFI 平板電腦,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11695471&Area=search&mdiv=403&oid=10_3&cid=index&kw=%E5%B0%8F%E7%B1%B3,"10,250",False
13446052,2入組【小米官方旗艦館】小米平板6 Xiaomi Pad 6 11吋 WiFi 6G/128G 平板電腦,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13446052&Area=search&mdiv=403&oid=10_11&cid=index&kw=%E5%B0%8F%E7%B1%B3,"15,300",True
13013719,三折皮套組【小米官方旗艦館】紅米平板 Redmi Pad Pro 12.1吋 8G/256G WIFI 平板電腦,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13013719&Area=search&mdiv=403&oid=10_13&cid=index&kw=%E5%B0%8F%E7%B1%B3,"9,349",False
13418119,(二入組)【小米】官方旗艦館  智慧攝影機 C500 雙攝版,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13418119&Area=search&mdiv=403&oid=10_16&cid=index&kw=%E5%B0%8F%E7%B1%B3,"3,130",True
13417949,(128G記憶卡組)【小米】官方旗艦館  智慧攝影機 C700,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13417949&Area=search&mdiv=403&oid=10_17&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,915",False
13345125,(64G記憶卡組)【小米】C200智慧攝影機(官方旗艦館),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13345125&Area=search&mdiv=403&oid=10_18&cid=index&kw=%E5%B0%8F%E7%B1%B3,795,False
11589443,【小米】小米平板 Xiaomi Pad 6 11吋 WiFi 8G/256G 平板電腦,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11589443&Area=search&mdiv=403&oid=10_22&cid=index&kw=%E5%B0%8F%E7%B1%B3,"10,240",True
12908630,【小米官方旗艦館】紅米平板 Redmi Pad Pro 12.1吋 8G/256G WIFI 平板電腦,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12908630&Area=search&mdiv=403&oid=10_24&cid=index&kw=%E5%B0%8F%E7%B1%B3,"8,999",True
12020365,【小米】紅米平板 Redmi Pad SE 11吋 8G/256G WIFI 平板電腦,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12020365&Area=search&mdiv=403&oid=10_25&cid=index&kw=%E5%B0%8F%E7%B1%B3,"6,690",True
11070495,【小米】Redmi Buds 4 Lite 降噪無線藍芽耳機(M2231E1),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11070495&Area=search&mdiv=403&oid=11_5&cid=index&kw=%E5%B0%8F%E7%B1%B3,715,True
13345151,(二入組)【小米】C200智慧攝影機(官方旗艦館 ),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13345151&Area=search&mdiv=403&oid=11_6&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,230",True
13383093,3入組【小米】官方旗艦館 Redmi Pad SE 8.7吋 WiFi(4G/64G),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13383093&Area=search&mdiv=403&oid=11_16&cid=index&kw=%E5%B0%8F%E7%B1%B3,"8,599",True
11255970,【小米】Redmi Watch 3,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11255970&Area=search&mdiv=403&oid=11_17&cid=index&kw=%E5%B0%8F%E7%B1%B3,"2,495",True
12273808,【小米】3K 500萬畫素網路攝影機/監視器 3 雲台版(超微光全彩夜視/AI人形辨識),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12273808&Area=search&mdiv=403&oid=11_21&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,395",True
13345126,(64G記憶卡組)【小米】C301智慧攝影機 (官方旗艦館 ),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13345126&Area=search&mdiv=403&oid=11_22&cid=index&kw=%E5%B0%8F%E7%B1%B3,995,False
10926019,【小米有品】Lydsto 手持無線隨手吸塵器 H1 白色(家用/車用/無線/吸塵器),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10926019&Area=search&mdiv=403&oid=11_23&cid=index&kw=%E5%B0%8F%E7%B1%B3,999,True
13417918,(128G記憶卡組)【小米】官方旗艦館  智慧攝影機 C500 雙攝版,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13417918&Area=search&mdiv=403&oid=11_28&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,915",False
12273809,【小米】2.5K 400萬畫素網路攝影機2/監視器 雲台版(超微光全彩夜視/支援移動追縱),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12273809&Area=search&mdiv=403&oid=12_17&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,095",True
13418130,(三入組)【小米】官方旗艦館  智慧攝影機 C500 雙攝版,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13418130&Area=search&mdiv=403&oid=12_24&cid=index&kw=%E5%B0%8F%E7%B1%B3,"4,695",True
12059066,【小米】無線 隨手吸塵器 mini(車用 手持 白色),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12059066&Area=search&mdiv=403&oid=12_25&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,278",True
13345131,(64G記憶卡組)【小米】C500 Pro智慧攝影機(官方旗艦館 ),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13345131&Area=search&mdiv=403&oid=12_30&cid=index&kw=%E5%B0%8F%E7%B1%B3,"1,445",False
